Provider,Fraud,inp_total_claims,inp_unique_bene,inp_sum_InscClaimAmtReimbursed,inp_mean_InscClaimAmtReimbursed,inp_sum_DeductibleAmtPaid,inp_mean_DeductibleAmtPaid,out_total_claims,out_unique_bene,out_sum_InscClaimAmtReimbursed,out_mean_InscClaimAmtReimbursed,out_sum_DeductibleAmtPaid,out_mean_DeductibleAmtPaid
PRV53657,0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,24.0,2850.0,114.0,50.0,2.0
PRV53658,0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,22.0,3810.0,141.11111111111111,0.0,0.0
PRV53659,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,680.0,136.0,0.0,0.0
PRV53660,0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,34.0,5970.0,170.57142857142858,350.0,10.0
PRV53661,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,200.0,200.0,0.0,0.0
PRV53662,0,0.0,0.0,0.0,0.0,0.0,0.0,331.0,140.0,86030.0,259.9093655589124,640.0,1.933534743202417
PRV53663,0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,55.0,19810.0,260.6578947368421,120.0,1.5789473684210527
PRV53664,0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,85.0,59730.0,452.5,20.0,0.15151515151515152
PRV53665,0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,36.0,16330.0,251.23076923076923,120.0,1.8461538461538463
PRV53666,0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.0,3510.0,175.5,0.0,0.0
PRV53667,0,9.0,8.0,155000.0,17222.222222222223,9612.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53668,1,16.0,16.0,141200.0,8825.0,17088.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53669,0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,4250.0,326.9230769230769,10.0,0.7692307692307693
PRV53670,1,0.0,0.0,0.0,0.0,0.0,0.0,1173.0,788.0,322450.0,274.89343563512364,3360.0,2.864450127877238
PRV53671,1,31.0,24.0,247700.0,7990.322580645161,32040.0,1068.0,24.0,22.0,5890.0,245.41666666666666,10.0,0.4166666666666667
PRV53672,0,0.0,0.0,0.0,0.0,0.0,0.0,487.0,377.0,142060.0,291.7043121149897,990.0,2.0328542094455853
PRV53673,0,14.0,14.0,179000.0,12785.714285714286,14952.0,1068.0,22.0,22.0,2630.0,119.54545454545455,100.0,4.545454545454546
PRV53674,0,0.0,0.0,0.0,0.0,0.0,0.0,496.0,384.0,153530.0,309.53629032258067,1590.0,3.2056451612903225
PRV53675,0,76.0,72.0,680700.0,8956.578947368422,79032.0,1068.0,221.0,205.0,66980.0,303.0769230769231,630.0,2.8506787330316743
PRV53676,0,0.0,0.0,0.0,0.0,0.0,0.0,471.0,374.0,167540.0,355.71125265392783,1040.0,2.208067940552017
PRV53677,1,63.0,53.0,653000.0,10365.079365079366,65148.0,1068.0,499.0,143.0,120150.0,240.7815631262525,1040.0,2.0841683366733466
PRV53678,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,120.0,40.0,0.0,0.0
PRV53679,0,0.0,0.0,0.0,0.0,0.0,0.0,826.0,667.0,283020.0,342.6392251815981,2470.0,2.990314769975787
PRV53680,0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,25.0,7890.0,292.22222222222223,20.0,0.7407407407407407
PRV53681,0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,26.0,9970.0,321.61290322580646,70.0,2.2580645161290325
PRV53682,0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,130.0,99570.0,272.7945205479452,1350.0,3.6986301369863015
PRV53683,0,2.0,2.0,35000.0,17500.0,2136.0,1068.0,7.0,6.0,2300.0,328.57142857142856,0.0,0.0
PRV53684,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2570.0,642.5,0.0,0.0
PRV53685,0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,29.0,17770.0,394.8888888888889,50.0,1.1111111111111112
PRV53686,0,0.0,0.0,0.0,0.0,0.0,0.0,292.0,232.0,78140.0,267.6027397260274,930.0,3.184931506849315
PRV53688,0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,3440.0,202.35294117647058,100.0,5.882352941176471
PRV53689,0,0.0,0.0,0.0,0.0,0.0,0.0,561.0,383.0,178130.0,317.5222816399287,2090.0,3.7254901960784315
PRV53690,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,1690.0,153.63636363636363,0.0,0.0
PRV53692,1,146.0,125.0,1366400.0,9358.90410958904,147384.0,1068.0,98.0,92.0,31200.0,318.3673469387755,370.0,3.7755102040816326
PRV53694,0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,61.0,14560.0,238.68852459016392,300.0,4.918032786885246
PRV53695,0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,78.0,32120.0,276.8965517241379,660.0,5.689655172413793
PRV53696,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,4830.0,322.0,100.0,6.666666666666667
PRV53697,0,71.0,62.0,868000.0,12225.352112676057,75828.0,1068.0,43.0,42.0,11270.0,262.09302325581393,0.0,0.0
PRV53698,0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,72.0,30550.0,396.75324675324674,240.0,3.116883116883117
PRV53699,0,2.0,2.0,18000.0,9000.0,2136.0,1068.0,359.0,278.0,112970.0,314.67966573816153,790.0,2.200557103064067
PRV53700,0,0.0,0.0,0.0,0.0,0.0,0.0,913.0,454.0,220320.0,241.31434830230012,2180.0,2.3877327491785323
PRV53701,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,2270.0,378.3333333333333,80.0,13.333333333333334
PRV53702,0,0.0,0.0,0.0,0.0,0.0,0.0,1010.0,729.0,289070.0,286.2079207920792,3070.0,3.0396039603960396
PRV53703,0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,39.0,6160.0,157.94871794871796,0.0,0.0
PRV53704,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,2950.0,196.66666666666666,0.0,0.0
PRV53705,0,4.0,4.0,32600.0,8150.0,4272.0,1068.0,53.0,53.0,15820.0,298.49056603773585,30.0,0.5660377358490566
PRV53706,1,282.0,262.0,2776000.0,9843.971631205673,296904.0,1068.0,191.0,185.0,55940.0,292.87958115183244,570.0,2.9842931937172774
PRV53708,0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,36.0,20820.0,392.8301886792453,100.0,1.8867924528301887
PRV53709,0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,91.0,25310.0,255.65656565656565,400.0,4.040404040404041
PRV53710,0,58.0,50.0,534000.0,9206.896551724138,60876.0,1068.0,327.0,217.0,81000.0,247.70642201834863,1460.0,4.464831804281346
PRV53712,1,161.0,143.0,1859500.0,11549.689440993789,170880.0,1068.0,76.0,67.0,22920.0,301.57894736842104,220.0,2.8947368421052633
PRV53713,0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,28.0,4340.0,140.0,170.0,5.483870967741935
PRV53714,0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,68.0,44310.0,307.7083333333333,270.0,1.875
PRV53715,0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,21.0,7140.0,297.5,30.0,1.25
PRV53716,0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,30.0,7400.0,224.24242424242425,170.0,5.151515151515151
PRV53717,0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,37.0,17940.0,294.0983606557377,0.0,0.0
PRV53718,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,200.0,200.0,0.0,0.0
PRV53719,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,770.0,154.0,0.0,0.0
PRV53720,0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,51.0,13700.0,249.0909090909091,450.0,8.181818181818182
PRV53721,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2560.0,512.0,0.0,0.0
PRV53722,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1000.0,166.66666666666666,0.0,0.0
PRV53723,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,3900.0,650.0,0.0,0.0
PRV53724,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,120.0,60.0,0.0,0.0
PRV53725,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
PRV53726,0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,12.0,3710.0,231.875,0.0,0.0
PRV53727,0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,17.0,7230.0,361.5,10.0,0.5
PRV53728,0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,3480.0,248.57142857142858,0.0,0.0
PRV53729,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1900.0,633.3333333333334,0.0,0.0
PRV53730,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,230.0,115.0,0.0,0.0
PRV53731,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2660.0,665.0,0.0,0.0
PRV53732,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,3150.0,210.0,40.0,2.6666666666666665
PRV53733,0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.0,6430.0,321.5,20.0,1.0
PRV53734,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,20.0,20.0,0.0,0.0
PRV53735,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,810.0,270.0,0.0,0.0
PRV53740,0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,29.0,12140.0,258.29787234042556,500.0,10.638297872340425
PRV53741,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,2390.0,341.42857142857144,0.0,0.0
PRV53743,0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0,14140.0,456.1290322580645,120.0,3.870967741935484
PRV53745,0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,20.0,3760.0,163.47826086956522,80.0,3.4782608695652173
PRV53746,0,6.0,6.0,35000.0,5833.333333333333,6408.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53749,1,24.0,21.0,231000.0,9625.0,24564.0,1068.0,45.0,43.0,10350.0,230.0,0.0,0.0
PRV53750,0,1.0,1.0,7000.0,7000.0,1068.0,1068.0,1244.0,380.0,346470.0,278.5128617363344,2210.0,1.7765273311897105
PRV53751,0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,9070.0,412.27272727272725,0.0,0.0
PRV53752,0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,34.0,11840.0,338.2857142857143,200.0,5.714285714285714
PRV53754,0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,2530.0,281.1111111111111,0.0,0.0
PRV53755,0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,2050.0,102.5,210.0,10.5
PRV53756,0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,59.0,18210.0,308.64406779661016,80.0,1.3559322033898304
PRV53757,0,1.0,1.0,23000.0,23000.0,1068.0,1068.0,55.0,53.0,14230.0,258.72727272727275,0.0,0.0
PRV53759,0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,52.0,12020.0,214.64285714285714,130.0,2.3214285714285716
PRV53761,0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,38.0,9980.0,262.63157894736844,250.0,6.578947368421052
PRV53762,1,84.0,59.0,915000.0,10892.857142857143,87576.0,1068.0,534.0,500.0,167730.0,314.1011235955056,1500.0,2.808988764044944
PRV53763,1,58.0,57.0,739000.0,12741.379310344828,59808.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53764,0,1.0,1.0,2000.0,2000.0,1068.0,1068.0,38.0,37.0,10390.0,273.42105263157896,60.0,1.5789473684210527
PRV53765,0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,66.0,25080.0,374.32835820895525,90.0,1.3432835820895523
PRV53766,0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,29.0,4860.0,162.0,100.0,3.3333333333333335
PRV53767,0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,4130.0,229.44444444444446,140.0,7.777777777777778
PRV53768,0,5.0,5.0,21000.0,4200.0,4272.0,1068.0,57.0,54.0,16180.0,283.859649122807,330.0,5.7894736842105265
PRV53769,1,132.0,126.0,1624900.0,12309.848484848484,137772.0,1068.0,245.0,229.0,60280.0,246.0408163265306,810.0,3.306122448979592
PRV53770,0,77.0,68.0,807500.0,10487.012987012988,81168.0,1068.0,176.0,171.0,42020.0,238.75,350.0,1.9886363636363635
PRV53771,0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,50.0,21610.0,423.72549019607845,100.0,1.9607843137254901
PRV53772,0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,5410.0,245.9090909090909,0.0,0.0
PRV53773,0,0.0,0.0,0.0,0.0,0.0,0.0,567.0,531.0,175830.0,310.1058201058201,1700.0,2.998236331569665
PRV53774,0,50.0,44.0,546000.0,10920.0,51264.0,1068.0,174.0,163.0,43370.0,249.2528735632184,560.0,3.218390804597701
PRV53775,0,2.0,2.0,12000.0,6000.0,2136.0,1068.0,45.0,43.0,19170.0,426.0,280.0,6.222222222222222
PRV53776,1,47.0,45.0,530000.0,11276.595744680852,50196.0,1068.0,153.0,148.0,41960.0,274.2483660130719,540.0,3.5294117647058822
PRV53779,0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,48.0,12430.0,253.6734693877551,100.0,2.0408163265306123
PRV53780,0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,5080.0,195.3846153846154,0.0,0.0
PRV53781,1,79.0,74.0,874600.0,11070.886075949367,84372.0,1068.0,314.0,304.0,88590.0,282.13375796178343,920.0,2.929936305732484
PRV53782,0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,39.0,17820.0,336.22641509433964,0.0,0.0
PRV53783,0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,6640.0,221.33333333333334,0.0,0.0
PRV53784,0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,38.0,5870.0,143.17073170731706,210.0,5.121951219512195
PRV53785,0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,124.0,54580.0,423.1007751937984,400.0,3.10077519379845
PRV53786,1,36.0,33.0,342000.0,9500.0,38448.0,1068.0,1346.0,530.0,373760.0,277.6820208023774,3860.0,2.8677563150074294
PRV53787,1,32.0,32.0,290000.0,9062.5,34176.0,1068.0,42.0,42.0,13480.0,320.95238095238096,0.0,0.0
PRV53788,0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,3500.0,194.44444444444446,0.0,0.0
PRV53790,1,44.0,44.0,504000.0,11454.545454545454,46992.0,1068.0,449.0,426.0,138230.0,307.8619153674833,1070.0,2.3830734966592426
PRV53791,0,6.0,5.0,42000.0,7000.0,6408.0,1068.0,86.0,85.0,20190.0,234.7674418604651,320.0,3.7209302325581395
PRV53792,1,33.0,32.0,261000.0,7909.090909090909,35244.0,1068.0,20.0,20.0,11510.0,575.5,50.0,2.5
PRV53793,0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,37.0,25700.0,571.1111111111111,40.0,0.8888888888888888
PRV53794,0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,160.0,47640.0,285.2694610778443,530.0,3.1736526946107784
PRV53796,0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,27.0,5960.0,212.85714285714286,100.0,3.5714285714285716
PRV53797,1,0.0,0.0,0.0,0.0,0.0,0.0,4739.0,2020.0,1303600.0,275.0791306182739,14020.0,2.958430048533446
PRV53798,0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,38.0,15620.0,411.05263157894734,0.0,0.0
PRV53799,0,14.0,13.0,100000.0,7142.857142857143,14952.0,1068.0,739.0,664.0,206440.0,279.3504736129905,2750.0,3.7212449255751014
PRV53801,0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,58.0,26260.0,445.08474576271186,140.0,2.3728813559322033
PRV53802,0,46.0,42.0,448000.0,9739.130434782608,46992.0,1068.0,34.0,34.0,11870.0,349.11764705882354,160.0,4.705882352941177
PRV53805,0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,69.0,22520.0,321.7142857142857,140.0,2.0
PRV53806,0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,161.0,50270.0,290.5780346820809,550.0,3.179190751445087
PRV53807,0,36.0,36.0,344300.0,9563.888888888889,38448.0,1068.0,122.0,120.0,30730.0,251.88524590163934,280.0,2.2950819672131146
PRV53808,1,195.0,185.0,1854200.0,9508.71794871795,207192.0,1068.0,298.0,284.0,73050.0,245.13422818791946,930.0,3.120805369127517
PRV53812,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,260.0,130.0,0.0,0.0
PRV53814,0,3.0,3.0,18000.0,6000.0,3204.0,1068.0,50.0,49.0,12040.0,240.8,40.0,0.8
PRV53815,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,1800.0,163.63636363636363,0.0,0.0
PRV53816,0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,177.0,57210.0,294.89690721649487,960.0,4.948453608247423
PRV53817,0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,5180.0,246.66666666666666,0.0,0.0
PRV53818,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,1020.0,102.0,0.0,0.0
PRV53819,0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,40.0,17930.0,338.3018867924528,200.0,3.7735849056603774
PRV53820,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,2450.0,163.33333333333334,40.0,2.6666666666666665
PRV53821,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,1070.0,107.0,0.0,0.0
PRV53824,0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,91.0,35580.0,312.10526315789474,350.0,3.0701754385964914
PRV53827,0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,2830.0,314.44444444444446,100.0,11.11111111111111
PRV53828,0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,24.0,6260.0,223.57142857142858,0.0,0.0
PRV53829,0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,5910.0,369.375,180.0,11.25
PRV53831,0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,71.0,27550.0,331.9277108433735,100.0,1.2048192771084338
PRV53832,0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,4910.0,409.1666666666667,0.0,0.0
PRV53835,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,2300.0,287.5,0.0,0.0
PRV53836,0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,44.0,10970.0,223.87755102040816,100.0,2.0408163265306123
PRV53837,0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,2490.0,191.53846153846155,80.0,6.153846153846154
PRV53838,0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,148.0,57800.0,297.9381443298969,270.0,1.3917525773195876
PRV53839,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
PRV53840,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,460.0,76.66666666666667,40.0,6.666666666666667
PRV53841,0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,19.0,3370.0,153.1818181818182,100.0,4.545454545454546
PRV53842,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,2410.0,344.2857142857143,0.0,0.0
PRV53843,0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,1460.0,104.28571428571429,10.0,0.7142857142857143
PRV53844,0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,40.0,7910.0,149.24528301886792,30.0,0.5660377358490566
PRV53845,0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,18.0,9160.0,458.0,340.0,17.0
PRV53846,0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,2640.0,220.0,0.0,0.0
PRV53848,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,1080.0,135.0,0.0,0.0
PRV53849,0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,2930.0,139.52380952380952,0.0,0.0
PRV53850,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,1720.0,172.0,0.0,0.0
PRV53851,0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,47.0,21100.0,439.5833333333333,160.0,3.3333333333333335
PRV53855,1,20.0,17.0,141000.0,7050.0,21360.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53857,0,10.0,10.0,140000.0,14000.0,10680.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53859,0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,134.0,33810.0,236.43356643356643,590.0,4.125874125874126
PRV53860,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,100.0,0.0,0.0
PRV53861,0,2.0,2.0,11000.0,5500.0,2136.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53862,0,4.0,4.0,50000.0,12500.0,4272.0,1068.0,2.0,2.0,100.0,50.0,0.0,0.0
PRV53864,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,460.0,230.0,0.0,0.0
PRV53865,0,6.0,6.0,60000.0,10000.0,6408.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53867,0,9.0,9.0,90000.0,10000.0,9612.0,1068.0,4.0,4.0,3270.0,817.5,0.0,0.0
PRV53868,0,10.0,9.0,158000.0,15800.0,10680.0,1068.0,18.0,18.0,3420.0,190.0,80.0,4.444444444444445
PRV53871,0,0.0,0.0,0.0,0.0,0.0,0.0,1220.0,531.0,272730.0,223.54918032786884,3290.0,2.69672131147541
PRV53872,0,9.0,9.0,105000.0,11666.666666666666,9612.0,1068.0,222.0,135.0,65480.0,294.9549549549549,460.0,2.0720720720720722
PRV53873,0,14.0,13.0,97000.0,6928.571428571428,14952.0,1068.0,68.0,63.0,19650.0,288.97058823529414,260.0,3.823529411764706
PRV53874,0,0.0,0.0,0.0,0.0,0.0,0.0,524.0,416.0,149580.0,285.4580152671756,1710.0,3.263358778625954
PRV53875,0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,35.0,9290.0,226.58536585365854,30.0,0.7317073170731707
PRV53876,0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,60.0,31310.0,250.48,450.0,3.6
PRV53877,0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,17.0,6750.0,355.2631578947368,10.0,0.5263157894736842
PRV53878,0,5.0,5.0,35000.0,7000.0,5340.0,1068.0,41.0,35.0,13670.0,333.4146341463415,290.0,7.073170731707317
PRV53879,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,1340.0,89.33333333333333,0.0,0.0
PRV53880,0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,46.0,19790.0,324.42622950819674,140.0,2.2950819672131146
PRV53884,1,117.0,98.0,996900.0,8520.51282051282,123888.0,1068.0,152.0,138.0,43070.0,283.35526315789474,440.0,2.8947368421052633
PRV53885,0,6.0,6.0,48900.0,8150.0,6408.0,1068.0,6.0,6.0,730.0,121.66666666666667,0.0,0.0
PRV53887,1,0.0,0.0,0.0,0.0,0.0,0.0,598.0,213.0,165500.0,276.75585284280936,980.0,1.6387959866220736
PRV53888,0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,56.0,19410.0,277.2857142857143,150.0,2.142857142857143
PRV53889,0,9.0,9.0,60000.0,6666.666666666667,9612.0,1068.0,186.0,179.0,38480.0,206.88172043010752,540.0,2.903225806451613
PRV53891,0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,10530.0,478.6363636363636,100.0,4.545454545454546
PRV53892,0,8.0,7.0,120000.0,15000.0,8544.0,1068.0,111.0,108.0,30340.0,273.3333333333333,270.0,2.4324324324324325
PRV53894,1,15.0,14.0,215000.0,14333.333333333334,16020.0,1068.0,202.0,91.0,53080.0,262.7722772277228,840.0,4.158415841584159
PRV53895,1,0.0,0.0,0.0,0.0,0.0,0.0,1273.0,576.0,401380.0,315.30243519245874,3270.0,2.568735271013354
PRV53896,0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,38.0,10950.0,254.65116279069767,140.0,3.255813953488372
PRV53899,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,120.0,40.0,10.0,3.3333333333333335
PRV53900,1,0.0,0.0,0.0,0.0,0.0,0.0,789.0,317.0,201850.0,255.83016476552598,2670.0,3.3840304182509504
PRV53901,0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,5400.0,385.7142857142857,0.0,0.0
PRV53905,0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,72.0,21730.0,282.2077922077922,220.0,2.857142857142857
PRV53906,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,480.0,120.0,0.0,0.0
PRV53907,0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,120.0,45960.0,364.76190476190476,200.0,1.5873015873015872
PRV53908,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,8510.0,567.3333333333334,60.0,4.0
PRV53909,0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,154.0,79990.0,312.4609375,200.0,0.78125
PRV53910,0,27.0,27.0,254000.0,9407.407407407407,26700.0,1068.0,69.0,64.0,21480.0,311.30434782608694,490.0,7.101449275362318
PRV53911,1,14.0,14.0,177000.0,12642.857142857143,14952.0,1068.0,522.0,191.0,197480.0,378.3141762452107,1040.0,1.9923371647509578
PRV53912,0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,61.0,16820.0,254.84848484848484,210.0,3.1818181818181817
PRV53913,0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,129.0,36180.0,276.1832061068702,260.0,1.984732824427481
PRV53915,0,0.0,0.0,0.0,0.0,0.0,0.0,545.0,434.0,152600.0,280.0,1510.0,2.770642201834862
PRV53916,0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,109.0,43180.0,224.89583333333334,1120.0,5.833333333333333
PRV53917,0,7.0,6.0,52300.0,7471.428571428572,7476.0,1068.0,193.0,103.0,69900.0,362.1761658031088,570.0,2.9533678756476682
PRV53918,1,0.0,0.0,0.0,0.0,0.0,0.0,3588.0,1709.0,1014510.0,282.75083612040135,9100.0,2.536231884057971
PRV53919,1,6.0,6.0,50800.0,8466.666666666666,6408.0,1068.0,18.0,17.0,3250.0,180.55555555555554,190.0,10.555555555555555
PRV53920,0,3.0,3.0,36000.0,12000.0,3204.0,1068.0,218.0,117.0,59610.0,273.4403669724771,800.0,3.669724770642202
PRV53921,0,9.0,9.0,55040.0,6115.555555555556,9612.0,1068.0,759.0,492.0,267190.0,352.0289855072464,1540.0,2.028985507246377
PRV53922,0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,51.0,13530.0,246.0,200.0,3.6363636363636362
PRV53923,1,30.0,29.0,243000.0,8100.0,32040.0,1068.0,125.0,111.0,27400.0,219.2,120.0,0.96
PRV53924,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
PRV53925,0,20.0,18.0,148000.0,7400.0,21360.0,1068.0,41.0,40.0,12200.0,297.5609756097561,100.0,2.4390243902439024
PRV53926,0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,26.0,8840.0,327.4074074074074,120.0,4.444444444444445
PRV53927,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,3600.0,327.27272727272725,0.0,0.0
